city_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp (Kelvin),Max Temp (F),Wind Speed
2399001,Mayumba,5,GA,1559660296,88,-3.44,10.65,296.622,74.24960000000007,5.13
2312895,Mbandaka,52,CD,1559660296,47,0.05,18.26,304.922,89.18960000000008,1.28
778707,Mehamn,0,NO,1559660296,87,71.03,27.85,283.15,50.0,4.1
1499007,Melnikovo,2,RU,1559660297,83,56.55,84.09,288.15,59.0,2.01
1732826,Mersing,100,MY,1559660297,93,2.43,103.84,298.222,77.12960000000001,0.53
1214488,Meulaboh,100,ID,1559660298,76,4.14,96.13,301.722,83.42960000000001,1.6
527321,Mezen,100,RU,1559660298,42,65.85,44.24,287.622,58.04960000000007,4.65
5666176,Miles City,1,US,1559660298,52,46.41,-105.84,292.15,66.2,5.7
502265,Mirnyy,0,RU,1559660299,52,56.57,36.46,294.722,70.8296,2.14
921786,Mitsamiouli,75,KM,1559660299,78,-11.38,43.28,299.15,78.8,7.2
2019935,Mnogovershinnyy,84,RU,1559660300,97,53.94,139.92,276.122,37.349600000000066,1.25
2156927,Moree,0,AU,1559660300,75,-29.46,149.84,279.15,42.8,4.1
4301307,Morehead,1,US,1559660300,56,38.18,-83.43,295.93,73.00400000000005,2.6
1856569,Moriyama,100,JP,1559660301,83,35.09,135.97,296.48,73.99400000000007,1.79
